dt_gmt8,cum_bankroll
2025-06-15 13:00:00+00:00,58003.74
2025-06-15 17:00:00+00:00,322255483.53
2025-06-15 17:00:00+00:00,33596.88
2025-06-15 17:00:00+00:00,23449.18
2025-06-15 17:00:00+00:00,66316.15
2025-06-15 17:00:00+00:00,63767.94
2025-06-15 17:00:00+00:00,67496304.79
2025-06-15 17:00:00+00:00,55046.27
2025-06-15 17:00:00+00:00,53321.57
2025-06-15 17:00:00+00:00,32980.81
2025-06-15 17:00:00+00:00,32467.70
2025-06-15 17:00:00+00:00,96092.52
2025-06-15 17:00:00+00:00,33752.72
2025-06-15 17:00:00+00:00,100536.80
2025-06-15 17:00:00+00:00,40399.06
2025-06-15 17:00:00+00:00,54013.01
2025-06-15 17:00:00+00:00,60248.91
2025-06-15 17:00:00+00:00,58216.30
2025-06-15 17:00:00+00:00,59280.58
2025-06-15 17:00:00+00:00,76094.05
2025-06-15 17:00:00+00:00,56158.54
2025-06-15 17:00:00+00:00,54838.10
2025-06-15 17:00:00+00:00,60522.45
2025-06-15 17:00:00+00:00,51359418.93
2025-06-15 17:00:00+00:00,49089050.35
2025-06-15 17:00:00+00:00,43136.77
2025-06-15 17:00:00+00:00,41624.21
2025-06-15 17:00:00+00:00,72724376.29
2025-06-15 17:00:00+00:00,32893.70
2025-06-15 17:00:00+00:00,28541.40
2025-06-15 17:00:00+00:00,29418.59
2025-06-15 17:00:00+00:00,71127.52
2025-06-15 17:00:00+00:00,30952.59
2025-06-15 17:00:00+00:00,29886.88
2025-06-15 17:00:00+00:00,59088.87
2025-06-15 17:00:00+00:00,27527.32
2025-06-15 17:00:00+00:00,28516.13
2025-06-15 17:00:00+00:00,61457.99
2025-06-15 17:00:00+00:00,50856.16
2025-06-15 17:00:00+00:00,63704.01
2025-06-15 17:00:00+00:00,60887.94
2025-06-15 17:00:00+00:00,31090.51
2025-06-15 17:00:00+00:00,33780.81
2025-06-15 17:00:00+00:00,45472.09
2025-06-15 17:00:00+00:00,45050.35
2025-06-15 17:00:00+00:00,74903.42
2025-06-15 17:00:00+00:00,74281.03
2025-06-15 17:00:00+00:00,47315.80
2025-06-15 17:00:00+00:00,61702.64
2025-06-15 17:00:00+00:00,60686.42
2025-06-15 17:00:00+00:00,314054397.79
2025-06-17 18:30:00+00:00,52452860.55
2025-06-17 18:30:00+00:00,66334687.11
2025-06-17 18:30:00+00:00,316035168.79
2025-06-17 18:30:00+00:00,76087878.70
2025-06-17 18:30:00+00:00,74796560.35
2025-06-17 18:30:00+00:00,69150203.07
2025-06-17 18:30:00+00:00,329803977.85
2025-06-17 19:35:00+00:00,71308894.64
2025-06-17 19:35:00+00:00,336300249.18
2025-06-18 18:00:00+00:00,53653617.14
2025-06-18 18:00:00+00:00,340985878.37
2025-06-18 18:00:00+00:00,76211810.67
2025-06-18 18:00:00+00:00,72559546.80
2025-06-18 18:30:00+00:00,75480444.25
2025-06-18 18:30:00+00:00,71007681.25
2025-06-18 18:30:00+00:00,52359356.90
2025-06-18 18:30:00+00:00,332610773.28
2025-06-18 19:35:00+00:00,69137075.91
2025-06-18 19:35:00+00:00,51157209.34
2025-06-21 15:00:00+00:00,63000.34
2025-06-21 15:00:00+00:00,48599348.87
2025-06-21 15:00:00+00:00,29952.14
2025-06-21 15:00:00+00:00,72102.76
2025-06-21 15:00:00+00:00,66639774.80
2025-06-21 15:00:00+00:00,43868.18
2025-06-21 15:00:00+00:00,72654408.97
2025-06-21 15:00:00+00:00,27450.88
2025-06-21 15:00:00+00:00,27947.66
2025-06-21 15:00:00+00:00,23734.60
2025-06-21 15:00:00+00:00,73231.23
2025-06-21 15:00:00+00:00,59182.10
2025-06-21 15:00:00+00:00,59347.79
2025-06-21 15:00:00+00:00,52224.86
2025-06-21 15:00:00+00:00,58557.17
2025-06-21 15:00:00+00:00,56546.27
2025-06-21 15:00:00+00:00,45700.68
2025-06-21 15:00:00+00:00,33340.17
2025-06-21 15:00:00+00:00,60518.81
2025-06-21 15:00:00+00:00,69282.27
2025-06-21 15:00:00+00:00,32568.14
2025-06-21 15:00:00+00:00,22995.58
2025-06-21 15:00:00+00:00,41190.11
2025-06-21 15:00:00+00:00,58089.49
2025-06-21 15:00:00+00:00,29752.48
2025-06-21 15:00:00+00:00,32542.70
2025-06-21 15:00:00+00:00,31652.86
2025-06-21 15:00:00+00:00,56760.66
2025-06-21 15:00:00+00:00,72379.52
2025-06-21 15:00:00+00:00,33938.46
2025-06-21 15:00:00+00:00,324631186.58
2025-06-21 15:00:00+00:00,53472.91
2025-06-21 15:00:00+00:00,32963.67
2025-06-21 17:30:00+00:00,313160741.79
2025-06-21 17:30:00+00:00,70634098.33
2025-06-21 17:30:00+00:00,46169381.43
2025-06-21 17:30:00+00:00,57248.82
2025-06-21 17:30:00+00:00,64457499.20
2025-06-21 18:00:00+00:00,60046.75
2025-06-21 18:00:00+00:00,71955629.36
2025-06-21 18:00:00+00:00,74037395.57
2025-06-21 18:00:00+00:00,72850230.53
2025-06-21 18:00:00+00:00,74228457.13
2025-06-21 18:00:00+00:00,74569.52
2025-06-21 18:00:00+00:00,75502.18
2025-06-21 18:00:00+00:00,75099.98
2025-06-21 18:00:00+00:00,34300.44
2025-06-21 18:00:00+00:00,33790.48
2025-06-21 18:00:00+00:00,57554.96
2025-06-21 18:00:00+00:00,40090.72
2025-06-21 18:00:00+00:00,22761.83
2025-06-21 18:00:00+00:00,23288.19
2025-06-21 18:00:00+00:00,27776.29
2025-06-21 18:00:00+00:00,28298.94
2025-06-21 18:00:00+00:00,28953.36
2025-06-21 18:00:00+00:00,104735.53
2025-06-21 18:00:00+00:00,102368.27
2025-06-21 18:00:00+00:00,100018.65
2025-06-21 18:00:00+00:00,70756.04
2025-06-21 18:00:00+00:00,72392.28
2025-06-21 18:00:00+00:00,33560.80
2025-06-21 18:00:00+00:00,31543.20
2025-06-21 18:00:00+00:00,30991.39
2025-06-21 18:00:00+00:00,32384.83
2025-06-21 18:00:00+00:00,58689.55
2025-06-21 18:00:00+00:00,40786.42
2025-06-21 18:00:00+00:00,32363.86
2025-06-21 18:00:00+00:00,28569.41
2025-06-21 18:00:00+00:00,29230.08
2025-06-21 18:00:00+00:00,33516.03
2025-06-21 18:00:00+00:00,59343.32
2025-06-21 18:00:00+00:00,60213.94
2025-06-21 18:00:00+00:00,51893.66
2025-06-21 18:00:00+00:00,52858.29
2025-06-21 18:00:00+00:00,33965.63
2025-06-21 18:00:00+00:00,61918.31
2025-06-21 18:00:00+00:00,319162565.09
2025-06-21 18:00:00+00:00,51836.57
2025-06-21 18:00:00+00:00,32376.32
2025-06-21 18:00:00+00:00,32829.59
2025-06-21 18:00:00+00:00,312861959.90
2025-06-21 18:00:00+00:00,29508.96
2025-06-21 18:00:00+00:00,30066.54
2025-06-21 18:00:00+00:00,30761.83
2025-06-21 18:00:00+00:00,33588.77
2025-06-21 18:00:00+00:00,317858004.94
2025-06-21 18:00:00+00:00,44145.55
2025-06-21 18:00:00+00:00,43301.45
2025-06-21 18:00:00+00:00,52874.70
2025-06-21 18:00:00+00:00,72501.25
2025-06-21 18:00:00+00:00,71685.48
2025-06-21 18:00:00+00:00,52517.92
2025-06-21 18:00:00+00:00,53732.40
2025-06-21 18:00:00+00:00,76450.44
2025-06-21 18:00:00+00:00,74722.48
2025-06-21 18:00:00+00:00,46757.51
2025-06-21 18:00:00+00:00,59742.93
2025-06-21 18:00:00+00:00,58706.69
2025-06-21 18:00:00+00:00,66700225.96
2025-06-21 18:00:00+00:00,65821685.95
2025-06-21 18:00:00+00:00,64457.23
2025-06-21 18:00:00+00:00,59044.06
2025-06-21 18:00:00+00:00,42142.63
