datetime_gmt8,league,home_name,away_name,Recommendation,confidence_level,line_betted_on_refined,odds_betted_on_refined,ev_for_bet_refined,pred_home_goals,pred_away_goals,synth_ah_line_home_market_based,competition_type,league_tier,shap_home_explanation,shap_away_explanation,kings_call
2025-12-09 23:30:00,Europe UEFA Champions League,Kairat,Olympiakos Piraeus,Kairat +1.0,High,1.0,1.925,0.19654669021327326,0.48717948717948717,1.253968253968254,1.0,cup,1,team_a_xg: -0.478; odds_ft_1: -0.248; team_b_xg: 0.164,odds_ft_2: 0.494; team_b_xg: -0.422; team_a_xg: 0.408,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 01:45:00,Europe UEFA Champions League,Bayern München,Sporting CP,Sporting CP +1.75,High,1.75,1.925,0.3627375413608981,1.683168316831683,0.5555555555555556,-1.75,cup,1,team_a_xg: -0.538; odds_ft_1: 0.362; team_b_xg: 0.205,team_b_xg: -0.551; team_a_xg: 0.309; odds_ft_2: -0.165,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 03:45:00,England Championship,Preston North End,Coventry City,Preston North End +0.5,High,0.5,1.925,0.371260676611634,0.6578947368421053,0.7941176470588235,0.5,league,2,team_a_xg: -0.456; odds_ft_1: -0.220; team_b_xg: 0.192,team_b_xg: -0.466; team_a_xg: 0.451; odds_ft_2: 0.309,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 03:45:00,England Championship,Sheffield United,Norwich City,Norwich City +0.5,High,0.5,1.925,0.2718208441098405,0.8333333333333334,0.5254700992320799,-0.5,league,2,team_a_xg: -0.453; team_b_xg: 0.203; odds_ft_1: 0.056,team_b_xg: -0.526; team_a_xg: 0.252; odds_ft_2: -0.132,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 03:45:00,England Championship,Blackburn Rovers,Oxford United,Oxford United +0.5,High,0.5,1.925,0.21848263431237008,0.8333333333333334,0.4583333333333333,-0.5,league,2,team_a_xg: -0.452; team_b_xg: 0.172; odds_ft_1: 0.054,team_b_xg: -0.518; team_a_xg: 0.191; odds_ft_2: -0.136,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 03:45:00,England Championship,Watford,Sheffield Wednesday,Sheffield Wednesday +1.0,High,1.0,1.925,0.11306263635368796,1.3605442176870748,0.4583333333333333,-1.0,league,2,team_a_xg: -0.467; odds_ft_1: 0.261; team_b_xg: 0.234,team_b_xg: -0.487; team_a_xg: 0.284; odds_ft_2: -0.163,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 04:00:00,Europe UEFA Champions League,FC Barcelona,Eintracht Frankfurt,Eintracht Frankfurt +2.0,High,2.0,1.925,0.3325697799859556,1.91,0.5084745762711864,-2.0,cup,1,team_a_xg: -0.535; odds_ft_1: 0.433; team_b_xg: 0.216,team_b_xg: -0.529; team_a_xg: 0.291; odds_ft_2: -0.178,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 04:00:00,Europe UEFA Champions League,PSV,Atlético Madrid,PSV +0.25,High,0.25,1.925,0.16428443979877622,1.0502283105022832,1.0763358778625953,0.25,cup,1,team_a_xg: -0.454; odds_ft_1: -0.212; team_b_xg: 0.179,team_b_xg: -0.511; team_a_xg: 0.334; odds_ft_2: 0.314,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 04:00:00,Europe UEFA Champions League,Tottenham Hotspur,Slavia Praha,Slavia Praha +1.25,High,1.25,1.925,0.1037823103096101,1.5707964601769913,0.43333333333333335,-1.25,cup,1,team_a_xg: -0.482; odds_ft_1: 0.297; team_b_xg: 0.208,team_b_xg: -0.496; team_a_xg: 0.241; odds_ft_2: -0.165,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-11 03:45:00,England Championship,Ipswich Town,Stoke City,Stoke City +0.75,High,0.75,1.925,0.10350668292212392,1.1142857142857143,0.42857142857142855,-0.75,league,2,team_a_xg: -0.458; odds_ft_1: 0.261; team_b_xg: 0.227,team_b_xg: -0.516; team_a_xg: 0.191; odds_ft_2: -0.126,King's insight: Solid bet based on ML analysis—watch this space!
