datetime_gmt8,league,home_name,away_name,Recommendation,confidence_level,line_betted_on_refined,odds_betted_on_refined,ev_for_bet_refined,pred_home_goals,pred_away_goals,synth_ah_line_home_market_based,competition_type,league_tier,shap_home_explanation,shap_away_explanation,kings_call
2025-08-30 02:45:00,Italy Serie A,Lecce,AC Milan,Lecce +0.75,High,0.75,1.925,0.13750000000000007,0.0,0.8787878787878788,0.75,league,1,team_a_xg: -0.466; odds_ft_1: -0.195; odds_ft_2: -0.095,team_b_xg: -0.656; odds_ft_2: 0.223; team_a_xg: -0.067,"Agree: Milan's attack without Leão is like a pizza without cheese—utterly flat and unappetizing, so Lecce's handicap bet looks like a tasty "
2025-08-30 03:30:00,Spain La Liga,Valencia CF,Getafe CF,Valencia CF -0.25,High,-0.25,1.925,0.20133651695532237,1.046242774566474,0.36538461538461536,-0.25,league,1,team_a_xg: -0.462; team_b_xg: -0.054; rolling_xg_for_form_away: 0.051,team_b_xg: -0.531; odds_ft_2: -0.112; team_a_xg: -0.101,Unable to fetch insight—rely on EV!
2025-08-30 22:00:00,England Premier League,Manchester United,Burnley,Burnley +1.5,High,1.5,1.925,0.6066147491868426,1.046242774566474,0.36538461538461536,-1.5,league,1,team_a_xg: -0.494; odds_ft_1: 0.184; odds_ft_2: 0.087,team_b_xg: -0.520; odds_ft_2: -0.158; team_a_xg: -0.103,Unable to fetch insight—rely on EV!
2025-08-30 22:00:00,England Premier League,Wolverhampton Wanderers,Everton,Everton +0.25,High,0.25,1.925,0.266809977822,0.475,0.36538461538461536,-0.25,league,1,team_a_xg: -0.484; odds_ft_2: -0.083; team_b_xg: -0.062,team_b_xg: -0.560; team_a_xg: -0.102; odds_ft_2: -0.100,Unable to fetch insight—rely on EV!
2025-08-30 23:00:00,Spain La Liga,Deportivo Alavés,Atlético Madrid,Deportivo Alavés +0.75,High,0.75,1.925,0.13750000000000007,0.0,0.7428571428571429,0.75,league,1,team_a_xg: -0.426; odds_ft_1: -0.182; odds_ft_2: -0.097,team_b_xg: -0.705; odds_ft_2: 0.235; team_a_xg: -0.067,Unable to fetch insight—rely on EV!
2025-08-31 00:30:00,Italy Serie A,Parma,Atalanta,Parma +0.75,High,0.75,1.925,0.4062929811362678,0.5833333333333334,0.8787878787878788,0.75,league,1,team_a_xg: -0.438; odds_ft_1: -0.191; odds_ft_2: -0.099,team_b_xg: -0.699; odds_ft_2: 0.223; team_a_xg: -0.070,API error—check log.
2025-08-31 00:30:00,Italy Serie A,Bologna,Como,Bologna -0.25,High,-0.25,1.925,0.20133651695532237,1.046242774566474,0.36538461538461536,-0.25,league,1,team_a_xg: -0.431; rolling_da_against_form_home: 0.125; odds_ft_x: -0.073,team_b_xg: -0.551; team_a_xg: -0.101; odds_ft_2: -0.098,API error—check log.
2025-08-31 01:00:00,Spain La Liga,Real Oviedo,Real Sociedad,Real Oviedo +0.25,High,0.25,1.925,0.09692953214807998,0.475,0.7032967032967034,0.25,league,1,team_a_xg: -0.447; odds_ft_1: -0.131; odds_ft_2: -0.105,team_b_xg: -0.603; odds_ft_2: 0.160; team_a_xg: -0.074,API error—check log.
2025-08-31 02:45:00,Italy Serie A,Napoli,Cagliari,Cagliari +1.5,High,1.5,1.925,0.19285981475939068,1.6578947368421053,0.36538461538461536,-1.5,league,1,team_a_xg: -0.430; odds_ft_1: 0.199; rolling_da_against_form_home: 0.135,team_b_xg: -0.495; odds_ft_2: -0.173; team_a_xg: -0.099,API error—check log.
2025-08-31 02:45:00,Italy Serie A,Pisa,Roma,Pisa +0.75,High,0.75,1.925,0.13284813440405832,0.475,1.0994475138121547,0.75,league,1,team_a_xg: -0.454; odds_ft_1: -0.194; odds_ft_2: -0.090,team_b_xg: -0.641; odds_ft_2: 0.223; team_a_xg: -0.071,API error—check log.
2025-08-31 21:00:00,England Premier League,Nottingham Forest,West Ham United,West Ham United +0.75,High,0.75,1.925,0.06169713088305753,1.1176470588235292,0.36538461538461536,-0.75,league,1,team_a_xg: -0.418; odds_ft_1: 0.164; odds_ft_2: 0.106,team_b_xg: -0.570; odds_ft_2: -0.141; team_a_xg: -0.103,API error—check log.
2025-09-01 00:30:00,Italy Serie A,Torino,Fiorentina,Fiorentina -0.25,High,-0.25,1.925,0.15959924251689334,0.475,1.0994475138121547,0.25,league,1,team_a_xg: -0.403; odds_ft_1: -0.134; odds_ft_2: -0.097,team_b_xg: -0.568; odds_ft_2: 0.156; team_a_xg: -0.067,API error—check log.
2025-09-01 02:00:00,England Premier League,Aston Villa,Crystal Palace,Crystal Palace +0.75,High,0.75,1.925,0.06169713088305753,1.1176470588235292,0.36538461538461536,-0.75,league,1,team_a_xg: -0.424; odds_ft_1: 0.171; odds_ft_2: 0.119,team_b_xg: -0.576; odds_ft_2: -0.136; team_a_xg: -0.103,API error—check log.
2025-09-01 02:45:00,Italy Serie A,Inter Milan,Udinese,Udinese +1.5,High,1.5,1.925,0.19285981475939068,1.6578947368421053,0.36538461538461536,-1.5,league,1,team_a_xg: -0.442; odds_ft_1: 0.192; odds_ft_2: 0.121,team_b_xg: -0.522; odds_ft_2: -0.173; team_a_xg: -0.103,API error—check log.
2025-09-01 02:45:00,Italy Serie A,Lazio,Hellas Verona,Hellas Verona +1.25,High,1.25,1.925,0.18598385737494055,1.423728813559322,0.36538461538461536,-1.25,league,1,team_a_xg: -0.444; odds_ft_1: 0.189; odds_ft_2: 0.101,team_b_xg: -0.501; odds_ft_2: -0.171; team_a_xg: -0.099,API error—check log.
