datetime_gmt8,league,home_name,away_name,Recommendation,confidence_level,line_betted_on_refined,odds_betted_on_refined,ev_for_bet_refined,pred_home_goals,pred_away_goals,synth_ah_line_home_market_based,competition_type,league_tier,shap_home_explanation,shap_away_explanation,kings_call
2025-08-26 00:30:00,Italy Serie A,Udinese,Hellas Verona,Hellas Verona +0.5,High,0.5,1.925,0.29348339540631385,0.9457364341085271,0.6808510638297872,-0.5,league,1,team_a_xg: -0.414; odds_ft_2: 0.051; market_prob_o25: -0.051,team_b_xg: -0.421; team_a_xg: -0.115; odds_ft_2: -0.088,Unable to parse response.
2025-08-30 02:45:00,Italy Serie A,Lecce,AC Milan,Lecce +0.75,High,0.75,1.925,0.13750000000000007,0.0,1.0,0.75,league,1,team_a_xg: -0.473; odds_ft_1: -0.183; odds_ft_2: -0.094,team_b_xg: -0.600; odds_ft_2: 0.191; team_a_xg: -0.085,Unable to parse response.
2025-08-30 03:00:00,England Premier League,Aston Villa,Crystal Palace,Aston Villa -0.75,High,-0.75,1.925,0.051752619760826346,1.6666666666666667,0.6808510638297872,-0.75,league,1,team_a_xg: -0.375; odds_ft_1: 0.203; odds_ft_2: 0.100,team_b_xg: -0.471; team_a_xg: -0.106; odds_ft_2: -0.076,Unable to parse response.
2025-08-30 22:00:00,England Premier League,Wolverhampton Wanderers,Everton,Everton +0.25,High,0.25,1.925,0.2516953850744145,0.5526315789473685,0.475,-0.25,league,1,team_a_xg: -0.427; odds_ft_1: -0.073; team_b_xg: -0.057,team_b_xg: -0.528; team_a_xg: -0.103; odds_ft_2: -0.061,Unable to parse response.
2025-08-30 22:00:00,England Premier League,Manchester United,Burnley,Burnley +1.5,High,1.5,1.925,0.1792813033007546,1.7413249211356467,0.475,-1.5,league,1,team_a_xg: -0.448; odds_ft_1: 0.242; odds_ft_2: 0.107,team_b_xg: -0.441; odds_ft_2: -0.163; team_a_xg: -0.078,Unable to parse response.
2025-08-31 00:30:00,Italy Serie A,Parma,Atalanta,Parma +0.75,High,0.75,1.925,0.2336755512385448,0.5185185185185185,1.0,0.75,league,1,team_a_xg: -0.495; odds_ft_1: -0.203; odds_ft_2: -0.093,team_b_xg: -0.638; odds_ft_2: 0.232; team_a_xg: -0.096,Unable to parse response.
2025-08-31 00:30:00,England Premier League,Leeds United,Newcastle United,Newcastle United -0.25,High,-0.25,1.925,0.19580456279692754,0.37897376762327967,1.054054054054054,0.25,league,1,team_a_xg: -0.467; odds_ft_1: -0.172; odds_ft_2: -0.064,team_b_xg: -0.556; odds_ft_2: 0.178; team_a_xg: -0.081,Unable to parse response.
2025-08-31 02:45:00,Italy Serie A,Napoli,Cagliari,Cagliari +1.5,High,1.5,1.925,0.2831312311615895,1.7413249211356467,0.6808510638297872,-1.5,league,1,team_a_xg: -0.443; odds_ft_1: 0.232; odds_ft_2: 0.120,team_b_xg: -0.413; odds_ft_2: -0.148; team_a_xg: -0.084,Unable to parse response.
2025-08-31 02:45:00,Italy Serie A,Pisa,Roma,Pisa +0.75,High,0.75,1.925,0.09753553987025168,0.342543828817986,1.054054054054054,0.75,league,1,team_a_xg: -0.488; odds_ft_1: -0.190; odds_ft_2: -0.098,team_b_xg: -0.517; odds_ft_2: 0.216; team_a_xg: -0.083,Unable to parse response.
2025-08-31 21:00:00,England Premier League,Brighton & Hove Albion,Manchester City,Brighton & Hove Albion +0.75,High,0.75,1.925,0.15196188604508254,0.36363636363636365,1.0,0.75,league,1,team_a_xg: -0.529; odds_ft_1: -0.208; odds_ft_2: -0.099,team_b_xg: -0.608; odds_ft_2: 0.221; team_a_xg: -0.074,Unable to parse response.
2025-08-31 21:00:00,England Premier League,Nottingham Forest,West Ham United,Nottingham Forest -0.75,High,-0.75,1.925,0.051752619760826346,1.6666666666666667,0.6808510638297872,-0.75,league,1,team_a_xg: -0.413; odds_ft_1: 0.197; odds_ft_2: 0.094,team_b_xg: -0.483; team_a_xg: -0.103; odds_ft_2: -0.088,Unable to parse response.
2025-09-01 02:45:00,Italy Serie A,Inter Milan,Udinese,Udinese +1.5,High,1.5,1.925,0.28313123116158956,1.7413249211356467,0.6808510638297872,-1.5,league,1,team_a_xg: -0.490; odds_ft_1: 0.226; odds_ft_2: 0.119,team_b_xg: -0.390; odds_ft_2: -0.163; team_a_xg: -0.103,Unable to parse response.
