datetime_gmt8,league,home_name,away_name,Recommendation,confidence_level,line_betted_on_refined,odds_betted_on_refined,ev_for_bet_refined,pred_home_goals,pred_away_goals,synth_ah_line_home_market_based,competition_type,league_tier,shap_home_explanation,shap_away_explanation,kings_call
2025-12-08 22:00:00,Italy Serie A,Pisa,Parma,Parma +0.25,High,0.25,1.925,0.3097930315794206,0.5466666666666666,0.5431034482758621,-0.25,league,1,team_a_xg: -0.496; team_b_xg: 0.194; odds_ft_1: -0.059,team_b_xg: -0.491; team_a_xg: 0.165; odds_ft_2: -0.115,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-09 01:00:00,Italy Serie A,Udinese,Genoa,Genoa +0.25,High,0.25,1.925,0.3097930315794206,0.5466666666666666,0.5431034482758621,-0.25,league,1,team_a_xg: -0.500; team_b_xg: 0.179; odds_ft_1: -0.075,team_b_xg: -0.464; team_a_xg: 0.211; odds_ft_2: -0.113,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-09 03:45:00,Italy Serie A,Torino,AC Milan,Torino +0.75,High,0.75,1.925,0.07135943370952266,0.30434782608695654,1.0447761194029848,0.75,league,1,team_a_xg: -0.546; odds_ft_1: -0.209; team_b_xg: 0.184,team_b_xg: -0.533; team_a_xg: 0.408; odds_ft_2: 0.238,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-09 04:00:00,Spain La Liga,CA Osasuna,Levante UD,Levante UD +0.75,High,0.75,1.925,0.05837130351855699,1.2682926829268293,0.5431034482758621,-0.75,league,1,team_a_xg: -0.479; odds_ft_1: 0.220; team_b_xg: 0.205,team_b_xg: -0.496; team_a_xg: 0.178; odds_ft_2: -0.129,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 01:45:00,Europe UEFA Champions League,Bayern München,Sporting CP,Sporting CP +1.5,High,1.5,1.925,0.27903981328882355,1.6397058823529411,0.5431034482758621,-1.5,cup,1,team_a_xg: -0.623; odds_ft_1: 0.315; team_b_xg: 0.219,team_b_xg: -0.532; team_a_xg: 0.280; odds_ft_2: -0.173,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 03:45:00,England Championship,Blackburn Rovers,Oxford United,Oxford United +0.5,High,0.5,1.925,0.46375701089976795,0.6956521739130435,0.6153846153846154,-0.5,league,2,team_a_xg: -0.503; team_b_xg: 0.201; odds_ft_1: 0.086,team_b_xg: -0.504; team_a_xg: 0.156; odds_ft_2: -0.132,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 03:45:00,England Championship,Watford,Sheffield Wednesday,Sheffield Wednesday +1.0,High,1.0,1.925,0.31192007881150474,1.1904761904761905,0.6153846153846154,-1.0,league,2,team_a_xg: -0.515; odds_ft_1: 0.246; team_b_xg: 0.221,team_b_xg: -0.510; team_a_xg: 0.184; odds_ft_2: -0.160,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 03:45:00,England Championship,Sheffield United,Norwich City,Norwich City +0.5,High,0.5,1.925,0.27829195699450476,0.9090909090909091,0.7846153846153846,-0.5,league,2,team_a_xg: -0.552; team_b_xg: 0.226; odds_ft_1: 0.093,team_b_xg: -0.534; team_a_xg: 0.175; odds_ft_2: -0.134,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 03:45:00,England Championship,Charlton Athletic,Middlesbrough,Middlesbrough -0.0,High,-0.0,1.925,0.18856130155017745,0.8666666666666667,1.2342342342342343,0.0,league,2,team_a_xg: -0.528; team_b_xg: 0.179; odds_ft_1: -0.143,team_b_xg: -0.480; team_a_xg: 0.384; odds_ft_2: 0.167,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 03:45:00,England Championship,Southampton,West Bromwich Albion,West Bromwich Albion +0.25,High,0.25,1.925,0.1239351800372725,0.8666666666666667,0.7846153846153846,-0.25,league,2,team_a_xg: -0.509; team_b_xg: 0.207; rolling_fouls_for_form_home: 0.056,team_b_xg: -0.514; team_a_xg: 0.189; odds_ft_2: -0.129,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 03:45:00,England Championship,Swansea City,Portsmouth,Portsmouth +0.25,High,0.25,1.925,0.12393518003727244,0.8666666666666667,0.7846153846153846,-0.25,league,2,team_a_xg: -0.484; team_b_xg: 0.203; market_prob_u25: -0.048,team_b_xg: -0.477; team_a_xg: 0.195; odds_ft_2: -0.127,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 04:00:00,Europe UEFA Champions League,FC Barcelona,Eintracht Frankfurt,Eintracht Frankfurt +1.75,High,1.75,1.925,0.2809409523008569,1.7189542483660132,0.4444444444444444,-1.75,cup,1,team_a_xg: -0.631; odds_ft_1: 0.329; team_b_xg: 0.219,team_b_xg: -0.519; team_a_xg: 0.235; odds_ft_2: -0.186,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 04:00:00,Europe UEFA Champions League,Union Saint-Gilloise,Olympique Marseille,Olympique Marseille -0.25,High,-0.25,1.925,0.21498149054774768,0.52,1.2355769230769231,0.25,cup,1,team_a_xg: -0.577; odds_ft_1: -0.215; team_b_xg: 0.186,team_b_xg: -0.476; team_a_xg: 0.438; odds_ft_2: 0.152,King's insight: Solid bet based on ML analysis—watch this space!
2025-12-10 04:00:00,Europe UEFA Champions League,Atalanta,Chelsea,Chelsea -0.25,High,-0.25,1.925,0.19706373284040202,0.5466666666666666,1.2355769230769231,0.25,cup,1,team_a_xg: -0.576; odds_ft_1: -0.208; team_b_xg: 0.202,team_b_xg: -0.542; team_a_xg: 0.359; odds_ft_2: 0.157,King's insight: Solid bet based on ML analysis—watch this space!
