datetime_gmt8,league,league_short,league_flag,league_color,home_name,away_name,odds_1,odds_x,odds_2,league_tier,competition_type,is_future,status,ah_line_home,ah_line_away,ah_odds_home,ah_odds_away,home_score,away_score,has_recommendation,rec_text,line,rec_odds,ev,confidence,kings_call,kings_call_agreement,primary_signal,secondary_signal
2025-09-21 21:00:00,Italy Serie A,Serie A,🇮🇹,#024494,Cremonese,Parma,2.47,3.05,2.5,1,league,False,complete,0.0,-0.0,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-21 21:30:00,Germany Bundesliga,Bundesliga,🇩🇪,#d20515,Eintracht Frankfurt,Union Berlin,1.54,4.2,5.9,1,league,False,complete,-1.25,1.25,1.925,1.925,3,4,False,,0.0,0.0,0.0,,,,,
2025-09-21 22:00:00,Denmark Superliga,Superliga,🇩🇰,#c8102e,København,Silkeborg,1.33,5.15,8.0,3,league,False,complete,-1.5,1.5,1.925,1.925,3,3,False,,0.0,0.0,0.0,,,,,
2025-09-21 22:00:00,England Championship,Championship,🏴󠁧󠁢󠁥󠁮󠁧󠁿,#004225,Bristol City,Oxford United,1.67,3.89,5.05,2,league,False,complete,-1.0,1.0,1.925,1.925,1,3,False,,0.0,0.0,0.0,,,,,
2025-09-21 22:15:00,Spain La Liga,La Liga,🇪🇸,#ee8900,RCD Mallorca,Atlético Madrid,5.05,3.5,1.78,1,league,False,complete,0.75,-0.75,1.925,1.925,1,1,False,,0.0,0.0,0.0,,,,,
2025-09-21 22:30:00,Portugal Liga NOS,Liga NOS,🇵🇹,#046a38,CD Tondela,Estrela Amadora,2.11,3.31,3.66,2,league,False,complete,-0.5,0.5,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-21 22:45:00,Netherlands Eredivisie,Eredivisie,🇳🇱,#ff6200,AZ,Feyenoord,2.48,3.25,2.75,2,league,False,complete,0.0,-0.0,1.925,1.925,3,3,False,,0.0,0.0,0.0,,,,,
2025-09-21 23:15:00,France Ligue 1,Ligue 1,🇫🇷,#dae025,Le Havre,Lorient,2.1,3.4,3.5,1,league,False,complete,-0.5,0.5,1.925,1.925,1,1,False,,0.0,0.0,0.0,,,,,
2025-09-21 23:15:00,France Ligue 1,Ligue 1,🇫🇷,#dae025,Monaco,Metz,1.33,5.75,7.75,1,league,False,complete,-1.5,1.5,1.925,1.925,5,2,False,,0.0,0.0,0.0,,,,,
2025-09-21 23:15:00,France Ligue 1,Ligue 1,🇫🇷,#dae025,Auxerre,Toulouse,3.25,3.3,2.13,1,league,False,complete,0.25,-0.25,1.925,1.925,1,0,False,,0.0,0.0,0.0,,,,,
2025-09-21 23:30:00,England Premier League,EPL,🏴󠁧󠁢󠁥󠁮󠁧󠁿,#38003c,Arsenal,Manchester City,2.0,3.6,3.6,1,league,False,complete,-0.5,0.5,1.925,1.925,1,1,False,,0.0,0.0,0.0,,,,,
2025-09-21 23:30:00,Germany Bundesliga,Bundesliga,🇩🇪,#d20515,Bayer Leverkusen,Borussia M'gladbach,1.53,4.46,5.5,1,league,False,complete,-1.0,1.0,1.925,1.925,1,1,False,,0.0,0.0,0.0,,,,,
2025-09-22 00:00:00,Denmark Superliga,Superliga,🇩🇰,#c8102e,AGF,Brøndby,2.26,3.55,2.87,3,league,False,complete,-0.25,0.25,1.925,1.925,1,0,False,,0.0,0.0,0.0,,,,,
2025-09-22 00:00:00,Italy Serie A,Serie A,🇮🇹,#024494,Fiorentina,Como,2.44,3.0,3.0,1,league,False,complete,-0.25,0.25,1.925,1.925,1,2,False,,0.0,0.0,0.0,,,,,
