datetime_gmt8,league,home_name,away_name,Recommendation,confidence_level,line_betted_on_refined,odds_betted_on_refined,ev_for_bet_refined,pred_home_goals,pred_away_goals,synth_ah_line_home_market_based,competition_type,league_tier,shap_home_explanation,shap_away_explanation,kings_call
2025-08-30 22:00:00,England Premier League,Manchester United,Burnley,Burnley +1.5,High,1.5,1.925,0.293359375,1.1333333333333333,0.0,-1.5,league,1,team_a_xg: -0.548; odds_ft_1: 0.208; odds_ft_2: 0.110,team_b_xg: -0.482; odds_ft_2: -0.204; team_a_xg: -0.141,API error—check log.
2025-08-31 00:30:00,Italy Serie A,Parma,Atalanta,Parma +0.75,High,0.75,1.925,0.22987863922350035,0.5737704918032787,0.9999999999999998,0.75,league,1,team_a_xg: -0.510; odds_ft_1: -0.172; odds_ft_2: -0.096,team_b_xg: -0.647; odds_ft_2: 0.259; team_a_xg: -0.123,API error—check log.
2025-08-31 01:00:00,Spain La Liga,Real Oviedo,Real Sociedad,Real Oviedo +0.25,High,0.25,1.925,0.2593280050672253,0.9405940594059405,0.7659574468085106,0.25,league,1,team_a_xg: -0.465; rolling_synth_sot_per_shot_ratio_form_home: 0.132; odds_ft_1: -0.130,team_b_xg: -0.550; team_a_xg: -0.144; odds_ft_2: 0.141,API error—check log.
2025-08-31 02:45:00,Italy Serie A,Napoli,Cagliari,Cagliari +1.5,High,1.5,1.925,0.5049752664872366,1.1333333333333333,0.2626368136326614,-1.5,league,1,team_a_xg: -0.614; odds_ft_1: 0.205; odds_ft_2: 0.121,team_b_xg: -0.466; odds_ft_2: -0.196; team_a_xg: -0.133,API error—check log.
2025-08-31 02:45:00,Italy Serie A,Pisa,Roma,Pisa +0.75,High,0.75,1.925,0.19419612642800282,0.5737704918032787,1.0535018004607541,0.75,league,1,team_a_xg: -0.479; odds_ft_1: -0.158; odds_ft_2: -0.112,team_b_xg: -0.577; odds_ft_2: 0.255; team_a_xg: -0.117,API error—check log.
2025-08-31 21:00:00,England Premier League,Nottingham Forest,West Ham United,West Ham United +0.75,High,0.75,1.925,0.20830922136151725,1.0188679245283017,0.5,-0.75,league,1,team_a_xg: -0.531; odds_ft_1: 0.170; market_prob_o25: -0.099,team_b_xg: -0.490; team_a_xg: -0.157; odds_ft_2: -0.125,API error—check log.
2025-09-01 01:30:00,Spain La Liga,RCD Espanyol,CA Osasuna,CA Osasuna +0.25,High,0.25,1.925,0.18343977178974963,0.5737704918032787,0.42105263157894735,-0.25,league,1,team_a_xg: -0.437; odds_ft_2: -0.060; odds_ft_1: -0.054,team_b_xg: -0.510; team_a_xg: -0.145; odds_ft_2: -0.052,API error—check log.
2025-09-01 02:45:00,Italy Serie A,Inter Milan,Udinese,Udinese +1.5,High,1.5,1.925,0.293359375,1.1333333333333333,0.0,-1.5,league,1,team_a_xg: -0.537; odds_ft_1: 0.239; odds_ft_2: 0.105,team_b_xg: -0.472; odds_ft_2: -0.204; team_a_xg: -0.156,API error—check log.
2025-09-01 02:45:00,Italy Serie A,Lazio,Hellas Verona,Hellas Verona +1.25,High,1.25,1.925,0.24277343750000002,1.1333333333333333,0.0,-1.25,league,1,team_a_xg: -0.545; odds_ft_1: 0.185; odds_ft_2: 0.106,team_b_xg: -0.465; odds_ft_2: -0.196; team_a_xg: -0.146,API error—check log.
2025-09-01 03:30:00,Spain La Liga,Rayo Vallecano,FC Barcelona,Rayo Vallecano +1.5,High,1.5,1.925,0.5840951954562464,0.3165114772209917,1.0588235294117647,1.5,league,1,team_a_xg: -0.569; odds_ft_1: -0.225; odds_ft_2: -0.137,team_b_xg: -0.657; odds_ft_2: 0.270; team_a_xg: -0.108,API error—check log.
